M/W,Season,Match,Y/M/D,Pool,Phase,City,Country,Team,VS_Team,SET_Won,SET_Lost,Point1,Point2,Point3,Point4,Point5,VS_Point1,VS_Point2,VS_Point3,VS_Point4,VS_Point5,SET,SCORING_Total ABS,SCORING_Attack Points,SCORING_Block Points,SCORING_Serve Points,SCORING_Errors,ATTACK_Point,ATTACK_Errors,ATTACK_Attempts,ATTACK_Total,BLOCK_Point,BLOCK_Errors,BLOCK_Touches,BLOCK_Total,SERVE_Point,SERVE_Errors,SERVE_Attempts,SERVE_Total,RECEPTION_Successful,RECEPTION_Errors,RECEPTION_Attempts,RECEPTION_Total,DIG_Digs,DIG_Errors,DIG_Total,SET_Point,SET_Errors,SET_Attempts,SET_Total
Women,2023,18,2023/9/22,A,Preliminary,Ningbo,China,Ukraine,Canada,1,3,22,25,12,11,-,25,23,25,25,-,SET 4,9,8,0,1,,8,10,8,26,0,4,1,5,1,1,9,11,7,5,11,23,7,2,9,1,0,25,26
Women,2023,19,2023/9/22,A,Preliminary,Ningbo,China,Czechia,Mexico,3,1,25,25,18,29,-,17,19,25,27,-,ALL SETS,70,53,13,4,,53,20,85,158,13,31,34,78,4,7,85,96,6,1,73,80,79,22,114,35,0,127,162
Women,2023,19,2023/9/22,A,Preliminary,Ningbo,China,Czechia,Mexico,3,1,25,25,18,29,-,17,19,25,27,-,SET 1,19,12,4,3,,12,5,14,31,4,6,4,14,3,3,19,25,1,0,14,15,12,2,20,6,0,25,31
Women,2023,19,2023/9/22,A,Preliminary,Ningbo,China,Czechia,Mexico,3,1,25,25,18,29,-,17,19,25,27,-,SET 2,18,15,3,0,,15,3,18,36,3,4,12,19,0,1,23,24,0,1,15,16,22,9,31,9,0,28,37
Women,2023,19,2023/9/22,A,Preliminary,Ningbo,China,Czechia,Mexico,3,1,25,25,18,29,-,17,19,25,27,-,SET 3,15,12,2,1,,12,5,25,42,2,11,5,18,1,0,18,19,1,0,22,23,21,8,33,10,0,34,44
Women,2023,19,2023/9/22,A,Preliminary,Ningbo,China,Czechia,Mexico,3,1,25,25,18,29,-,17,19,25,27,-,SET 4,18,14,4,0,,14,7,28,49,4,10,13,27,0,3,25,28,4,0,22,26,24,3,30,10,0,40,50
Women,2023,19,2023/9/22,A,Preliminary,Ningbo,China,Mexico,Czechia,1,3,17,19,25,27,-,25,25,18,29,-,ALL SETS,68,59,8,1,,59,28,98,185,8,11,32,51,1,9,79,89,12,4,73,89,87,31,126,28,3,156,187
Women,2023,19,2023/9/22,A,Preliminary,Ningbo,China,Mexico,Czechia,1,3,17,19,25,27,-,25,25,18,29,-,SET 1,9,9,0,0,,9,7,17,33,0,5,7,12,0,2,15,17,3,3,16,22,14,7,22,7,1,25,33
Women,2023,19,2023/9/22,A,Preliminary,Ningbo,China,Mexico,Czechia,1,3,17,19,25,27,-,25,25,18,29,-,SET 2,17,14,2,1,,14,6,26,46,2,3,5,10,1,4,15,20,2,0,21,23,20,10,33,8,0,40,48
Women,2023,19,2023/9/22,A,Preliminary,Ningbo,China,Mexico,Czechia,1,3,17,19,25,27,-,25,25,18,29,-,SET 3,23,20,3,0,,20,3,23,46,3,1,7,11,0,1,23,24,4,1,14,19,26,8,37,6,1,39,46
Women,2023,19,2023/9/22,A,Preliminary,Ningbo,China,Mexico,Czechia,1,3,17,19,25,27,-,25,25,18,29,-,SET 4,19,16,3,0,,16,12,32,60,3,2,13,18,0,2,26,28,3,0,22,25,27,6,34,7,1,52,60
Women,2023,20,2023/9/22,A,Preliminary,Ningbo,China,China,Netherlands,2,3,25,26,19,24,13,18,24,25,26,15,ALL SETS,85,68,11,6,,68,18,66,152,11,24,28,63,6,6,96,108,34,7,60,101,48,19,81,38,0,106,144
Women,2023,20,2023/9/22,A,Preliminary,Ningbo,China,China,Netherlands,2,3,25,26,19,24,13,18,24,25,26,15,SET 1,21,18,3,0,,18,2,16,36,3,3,4,10,0,2,22,24,8,2,9,19,14,2,18,12,0,22,34
Women,2023,20,2023/9/22,A,Preliminary,Ningbo,China,China,Netherlands,2,3,25,26,19,24,13,18,24,25,26,15,SET 2,22,19,1,2,,19,4,17,40,1,6,7,14,2,2,22,26,8,0,15,23,14,4,21,6,0,30,36
Women,2023,20,2023/9/22,A,Preliminary,Ningbo,China,China,Netherlands,2,3,25,26,19,24,13,18,24,25,26,15,SET 3,13,11,0,2,,11,4,12,27,0,6,4,10,2,0,17,19,8,3,12,23,6,4,17,6,0,21,27
Women,2023,20,2023/9/22,A,Preliminary,Ningbo,China,China,Netherlands,2,3,25,26,19,24,13,18,24,25,26,15,SET 4,19,12,5,2,,12,6,13,31,5,5,8,18,2,1,22,25,7,2,14,23,9,6,15,6,0,23,29
Women,2023,20,2023/9/22,A,Preliminary,Ningbo,China,China,Netherlands,2,3,25,26,19,24,13,18,24,25,26,15,SET 5,10,8,2,0,,8,2,8,18,2,4,5,11,0,1,13,14,3,0,10,13,5,3,10,8,0,10,18
Women,2023,20,2023/9/22,A,Preliminary,Ningbo,China,Netherlands,China,3,2,18,24,25,26,15,25,26,19,24,13,ALL SETS,93,76,10,7,,76,25,65,166,10,13,24,47,7,7,94,108,29,6,67,102,53,16,85,45,0,115,160
Women,2023,20,2023/9/22,A,Preliminary,Ningbo,China,Netherlands,China,3,2,18,24,25,26,15,25,26,19,24,13,SET 1,15,12,1,2,,12,7,12,31,1,2,7,10,2,0,17,19,4,0,18,22,9,7,21,10,0,20,30
Women,2023,20,2023/9/22,A,Preliminary,Ningbo,China,Netherlands,China,3,2,18,24,25,26,15,25,26,19,24,13,SET 2,19,18,1,0,,18,3,18,39,1,3,6,10,0,2,23,25,8,2,14,24,15,3,21,9,0,31,40
Women,2023,20,2023/9/22,A,Preliminary,Ningbo,China,Netherlands,China,3,2,18,24,25,26,15,25,26,19,24,13,SET 3,24,17,4,3,,17,3,15,35,4,2,5,11,3,2,20,25,9,2,8,19,11,3,17,12,0,19,31
Women,2023,20,2023/9/22,A,Preliminary,Ningbo,China,Netherlands,China,3,2,18,24,25,26,15,25,26,19,24,13,SET 4,22,17,3,2,,17,8,12,37,3,3,4,10,2,2,21,25,4,2,18,24,12,1,15,8,0,28,36
Women,2023,20,2023/9/22,A,Preliminary,Ningbo,China,Netherlands,China,3,2,18,24,25,26,15,25,26,19,24,13,SET 5,13,12,1,0,,12,4,8,24,1,3,2,6,0,1,13,14,4,0,9,13,6,2,11,6,0,17,23
Women,2023,21,2023/9/23,A,Preliminary,Ningbo,China,Czechia,Ukraine,1,3,25,23,18,15,-,12,25,25,25,-,ALL SETS,55,43,9,3,,43,14,63,120,9,23,21,53,3,5,74,82,9,5,62,76,48,17,76,21,3,95,119
Women,2023,21,2023/9/23,A,Preliminary,Ningbo,China,Czechia,Ukraine,1,3,25,23,18,15,-,12,25,25,25,-,SET 1,20,14,4,2,,14,3,14,31,4,5,8,17,2,1,21,24,2,0,11,13,13,1,15,7,0,22,29
Women,2023,21,2023/9/23,A,Preliminary,Ningbo,China,Czechia,Ukraine,1,3,25,23,18,15,-,12,25,25,25,-,SET 2,14,11,3,0,,11,4,11,26,3,4,4,11,0,1,23,24,1,2,17,20,10,5,18,4,1,23,28
Women,2023,21,2023/9/23,A,Preliminary,Ningbo,China,Czechia,Ukraine,1,3,25,23,18,15,-,12,25,25,25,-,SET 3,12,11,0,1,,11,5,16,32,0,6,4,10,1,0,17,18,4,1,16,21,13,5,22,4,2,24,30
Women,2023,21,2023/9/23,A,Preliminary,Ningbo,China,Czechia,Ukraine,1,3,25,23,18,15,-,12,25,25,25,-,SET 4,9,7,2,0,,7,2,22,31,2,8,5,15,0,3,13,16,2,2,18,22,12,6,21,6,0,26,32
Women,2023,21,2023/9/23,A,Preliminary,Ningbo,China,Ukraine,Czechia,3,1,12,25,25,25,-,25,23,18,15,-,ALL SETS,73,60,8,5,,60,20,57,137,8,19,25,52,5,10,71,86,16,3,58,77,53,8,74,38,3,88,129
Women,2023,21,2023/9/23,A,Preliminary,Ningbo,China,Ukraine,Czechia,3,1,12,25,25,25,-,25,23,18,15,-,SET 1,11,8,3,0,,8,7,17,32,3,4,8,15,0,0,13,13,4,2,17,23,10,2,14,9,2,22,33
Women,2023,21,2023/9/23,A,Preliminary,Ningbo,China,Ukraine,Czechia,3,1,12,25,25,25,-,25,23,18,15,-,SET 2,21,17,2,2,,17,7,13,37,2,5,4,11,2,4,18,24,9,0,14,23,11,4,17,12,0,23,35
Women,2023,21,2023/9/23,A,Preliminary,Ningbo,China,Ukraine,Czechia,3,1,12,25,25,25,-,25,23,18,15,-,SET 3,19,17,1,1,,17,1,16,34,1,5,7,13,1,4,20,25,2,1,15,18,14,1,18,12,0,17,29
Women,2023,21,2023/9/23,A,Preliminary,Ningbo,China,Ukraine,Czechia,3,1,12,25,25,25,-,25,23,18,15,-,SET 4,22,18,2,2,,18,5,11,34,2,5,6,13,2,2,20,24,1,0,12,13,18,1,25,5,1,26,32
Women,2023,22,2023/9/23,A,Preliminary,Ningbo,China,Canada,Mexico,3,0,25,25,25,-,-,22,22,17,-,-,ALL SETS,61,49,8,4,,49,14,62,125,8,14,23,45,4,4,65,73,6,5,46,57,64,9,86,22,2,98,122
Women,2023,22,2023/9/23,A,Preliminary,Ningbo,China,Canada,Mexico,3,0,25,25,25,-,-,22,22,17,-,-,SET 1,19,15,4,0,,15,5,18,38,4,5,6,15,0,2,22,24,4,3,13,20,18,3,22,5,1,29,35
Women,2023,22,2023/9/23,A,Preliminary,Ningbo,China,Canada,Mexico,3,0,25,25,25,-,-,22,22,17,-,-,SET 2,22,20,0,2,,20,7,19,46,0,4,7,11,2,2,21,25,2,1,17,20,21,5,33,10,0,34,44
Women,2023,22,2023/9/23,A,Preliminary,Ningbo,China,Canada,Mexico,3,0,25,25,25,-,-,22,22,17,-,-,SET 3,20,14,4,2,,14,2,25,41,4,5,10,19,2,0,22,24,0,1,16,17,25,1,31,7,1,35,43
Women,2023,22,2023/9/23,A,Preliminary,Ningbo,China,Mexico,Canada,0,3,22,22,17,-,-,25,25,25,-,-,ALL SETS,46,35,6,5,,35,13,79,127,6,9,16,31,5,6,52,63,13,4,52,69,53,14,76,8,1,117,126
Women,2023,22,2023/9/23,A,Preliminary,Ningbo,China,Mexico,Canada,0,3,22,22,17,-,-,25,25,25,-,-,SET 1,17,11,3,3,,11,6,20,37,3,0,2,5,3,3,17,23,4,0,18,22,14,5,22,3,1,34,38
Women,2023,22,2023/9/23,A,Preliminary,Ningbo,China,Mexico,Canada,0,3,22,22,17,-,-,25,25,25,-,-,SET 2,14,12,1,1,,12,1,25,38,1,6,9,16,1,2,19,22,7,2,14,23,14,5,25,4,0,36,40
Women,2023,22,2023/9/23,A,Preliminary,Ningbo,China,Mexico,Canada,0,3,22,22,17,-,-,25,25,25,-,-,SET 3,15,12,2,1,,12,6,34,52,2,3,5,10,1,1,16,18,2,2,20,24,25,4,29,1,0,47,48
Women,2023,23,2023/9/23,A,Preliminary,Ningbo,China,Netherlands,Serbia,0,3,19,16,20,-,-,25,25,25,-,-,ALL SETS,49,43,2,4,,43,16,60,119,2,17,15,34,4,7,45,56,14,7,48,69,40,15,58,24,0,92,116
Women,2023,23,2023/9/23,A,Preliminary,Ningbo,China,Netherlands,Serbia,0,3,19,16,20,-,-,25,25,25,-,-,SET 1,17,12,2,3,,12,5,21,38,2,5,5,12,3,1,15,19,4,4,16,24,13,5,19,7,0,32,39
Women,2023,23,2023/9/23,A,Preliminary,Ningbo,China,Netherlands,Serbia,0,3,19,16,20,-,-,25,25,25,-,-,SET 2,14,14,0,0,,14,8,20,42,0,6,5,11,0,4,13,17,6,1,15,22,13,3,16,6,0,34,40
Women,2023,23,2023/9/23,A,Preliminary,Ningbo,China,Netherlands,Serbia,0,3,19,16,20,-,-,25,25,25,-,-,SET 3,18,17,0,1,,17,3,19,39,0,6,5,11,1,2,17,20,4,2,17,23,14,7,23,11,0,26,37
Women,2023,23,2023/9/23,A,Preliminary,Ningbo,China,Serbia,Netherlands,3,0,25,25,25,-,-,19,16,20,-,-,ALL SETS,60,44,9,7,,44,2,39,85,9,22,29,60,7,5,62,74,10,4,35,49,41,17,64,12,1,73,86
Women,2023,23,2023/9/23,A,Preliminary,Ningbo,China,Serbia,Netherlands,3,0,25,25,25,-,-,19,16,20,-,-,SET 1,20,14,2,4,,14,2,15,31,2,6,14,22,4,1,20,25,1,3,14,18,13,6,21,4,1,26,31
Women,2023,23,2023/9/23,A,Preliminary,Ningbo,China,Serbia,Netherlands,3,0,25,25,25,-,-,19,16,20,-,-,SET 2,18,12,5,1,,12,0,11,23,5,7,11,23,1,2,21,24,4,0,9,13,14,4,19,3,0,21,24
Women,2023,23,2023/9/23,A,Preliminary,Ningbo,China,Serbia,Netherlands,3,0,25,25,25,-,-,19,16,20,-,-,SET 3,22,18,2,2,,18,0,13,31,2,9,4,15,2,2,21,25,5,1,12,18,14,7,24,5,0,26,31
Women,2023,24,2023/9/23,A,Preliminary,Ningbo,China,China,Dominican Republic,1,3,23,25,14,14,-,25,21,25,25,-,ALL SETS,53,43,5,5,,43,20,69,132,5,29,18,52,5,8,64,77,19,5,59,83,54,24,84,31,1,107,139
Women,2023,24,2023/9/23,A,Preliminary,Ningbo,China,China,Dominican Republic,1,3,23,25,14,14,-,25,21,25,25,-,SET 1,18,15,1,2,,15,4,12,31,1,9,6,16,2,1,21,24,8,2,12,22,11,6,17,7,0,22,29
Women,2023,24,2023/9/23,A,Preliminary,Ningbo,China,China,Dominican Republic,1,3,23,25,14,14,-,25,21,25,25,-,SET 2,19,16,3,0,,16,3,25,44,3,6,6,15,0,4,20,24,7,0,11,18,23,5,31,12,0,33,45
Women,2023,24,2023/9/23,A,Preliminary,Ningbo,China,China,Dominican Republic,1,3,23,25,14,14,-,25,21,25,25,-,SET 3,8,5,1,2,,5,5,18,28,1,8,4,13,2,2,11,15,2,3,15,20,12,6,19,5,1,28,34
Women,2023,24,2023/9/23,A,Preliminary,Ningbo,China,China,Dominican Republic,1,3,23,25,14,14,-,25,21,25,25,-,SET 4,8,7,0,1,,7,8,14,29,0,6,2,8,1,1,12,14,2,0,21,23,8,7,17,7,0,24,31
Women,2023,24,2023/9/23,A,Preliminary,Ningbo,China,Dominican Republic,China,3,1,25,21,25,25,-,23,25,14,14,-,ALL SETS,74,59,10,5,,59,13,57,129,10,14,25,49,5,12,78,95,10,5,54,69,58,15,85,26,2,96,124
Women,2023,24,2023/9/23,A,Preliminary,Ningbo,China,Dominican Republic,China,3,1,25,21,25,25,-,23,25,14,14,-,SET 1,21,17,2,2,,17,4,12,33,2,5,4,11,2,2,20,24,5,2,16,23,12,1,16,10,0,20,30
Women,2023,24,2023/9/23,A,Preliminary,Ningbo,China,Dominican Republic,China,3,1,25,21,25,25,-,23,25,14,14,-,SET 2,16,14,2,0,,14,5,22,41,2,6,8,16,0,4,18,22,2,0,18,20,21,6,29,10,0,31,41
Women,2023,24,2023/9/23,A,Preliminary,Ningbo,China,Dominican Republic,China,3,1,25,21,25,25,-,23,25,14,14,-,SET 3,17,13,1,3,,13,2,14,29,1,1,8,10,3,4,17,24,2,2,9,13,14,3,22,0,1,26,27
Women,2023,24,2023/9/23,A,Preliminary,Ningbo,China,Dominican Republic,China,3,1,25,21,25,25,-,23,25,14,14,-,SET 4,20,15,5,0,,15,2,9,26,5,2,5,12,0,2,23,25,1,1,11,13,11,5,18,6,1,19,26
Women,2023,25,2023/9/24,A,Preliminary,Ningbo,China,Mexico,Ukraine,1,3,12,22,25,19,-,25,25,22,25,-,ALL SETS,60,44,9,7,,44,27,70,141,9,19,27,55,7,9,63,79,11,6,72,89,53,13,73,12,0,122,134
Women,2023,25,2023/9/24,A,Preliminary,Ningbo,China,Mexico,Ukraine,1,3,12,22,25,19,-,25,25,22,25,-,SET 1,11,6,4,1,,6,8,18,32,4,6,4,14,1,0,12,13,1,2,20,23,10,2,14,4,0,27,31
Women,2023,25,2023/9/24,A,Preliminary,Ningbo,China,Mexico,Ukraine,1,3,12,22,25,19,-,25,25,22,25,-,SET 2,14,13,0,1,,13,7,23,43,0,6,11,17,1,1,20,22,4,0,19,23,20,4,25,5,0,38,43
Women,2023,25,2023/9/24,A,Preliminary,Ningbo,China,Mexico,Ukraine,1,3,12,22,25,19,-,25,25,22,25,-,SET 3,20,15,2,3,,15,3,12,30,2,5,9,16,3,4,18,25,1,2,16,19,12,4,17,1,0,27,28
Women,2023,25,2023/9/24,A,Preliminary,Ningbo,China,Mexico,Ukraine,1,3,12,22,25,19,-,25,25,22,25,-,SET 4,15,10,3,2,,10,9,17,36,3,2,3,8,2,4,13,19,5,2,17,24,11,3,17,2,0,30,32
Women,2023,25,2023/9/24,A,Preliminary,Ningbo,China,Ukraine,Mexico,3,1,25,25,22,25,-,12,22,25,19,-,ALL SETS,74,53,15,6,,53,18,55,126,15,15,35,65,6,7,83,96,14,7,49,70,65,15,91,38,2,88,128
Women,2023,25,2023/9/24,A,Preliminary,Ningbo,China,Ukraine,Mexico,3,1,25,25,22,25,-,12,22,25,19,-,SET 1,22,14,6,2,,14,4,10,28,6,0,11,17,2,1,21,24,2,1,10,13,16,2,21,7,0,22,29
Women,2023,25,2023/9/24,A,Preliminary,Ningbo,China,Ukraine,Mexico,3,1,25,25,22,25,-,12,22,25,19,-,SET 2,21,16,5,0,,16,4,21,41,5,4,10,19,0,2,23,25,4,1,16,21,21,5,30,11,2,30,43
Women,2023,25,2023/9/24,A,Preliminary,Ningbo,China,Ukraine,Mexico,3,1,25,25,22,25,-,12,22,25,19,-,SET 3,15,13,0,2,,13,4,12,29,0,7,8,15,2,3,17,22,7,3,11,21,10,5,16,11,0,17,28
Women,2023,25,2023/9/24,A,Preliminary,Ningbo,China,Ukraine,Mexico,3,1,25,25,22,25,-,12,22,25,19,-,SET 4,16,10,4,2,,10,6,12,28,4,4,6,14,2,1,22,25,1,2,12,15,18,3,24,9,0,19,28
Women,2023,26,2023/9/24,A,Preliminary,Ningbo,China,Canada,Czechia,3,0,25,25,25,-,-,20,19,21,-,-,ALL SETS,59,47,8,4,,47,14,40,101,8,16,29,53,4,10,59,73,9,4,41,54,37,9,64,19,1,75,95
Women,2023,26,2023/9/24,A,Preliminary,Ningbo,China,Canada,Czechia,3,0,25,25,25,-,-,20,19,21,-,-,SET 1,19,17,1,1,,17,4,17,38,1,3,7,11,1,5,18,24,5,1,12,18,11,3,22,8,0,28,36
Women,2023,26,2023/9/24,A,Preliminary,Ningbo,China,Canada,Czechia,3,0,25,25,25,-,-,20,19,21,-,-,SET 2,21,17,2,2,,17,2,5,24,2,5,5,12,2,3,20,25,3,2,11,16,8,4,16,4,1,17,22
Women,2023,26,2023/9/24,A,Preliminary,Ningbo,China,Canada,Czechia,3,0,25,25,25,-,-,20,19,21,-,-,SET 3,19,13,5,1,,13,8,18,39,5,8,17,30,1,2,21,24,1,1,18,20,18,2,26,7,0,30,37
Women,2023,26,2023/9/24,A,Preliminary,Ningbo,China,Czechia,Canada,0,3,20,19,21,-,-,25,25,25,-,-,ALL SETS,40,31,5,4,,31,16,51,98,5,15,11,31,4,8,50,62,13,4,46,63,27,9,54,11,0,87,98
Women,2023,26,2023/9/24,A,Preliminary,Ningbo,China,Czechia,Canada,0,3,20,19,21,-,-,25,25,25,-,-,SET 1,12,10,1,1,,10,4,14,28,1,6,4,11,1,3,17,21,4,1,14,19,9,4,21,2,0,27,29
Women,2023,26,2023/9/24,A,Preliminary,Ningbo,China,Czechia,Canada,0,3,20,19,21,-,-,25,25,25,-,-,SET 2,14,11,1,2,,11,3,12,26,1,5,3,9,2,3,14,19,4,2,16,22,4,1,8,6,0,20,26
Women,2023,26,2023/9/24,A,Preliminary,Ningbo,China,Czechia,Canada,0,3,20,19,21,-,-,25,25,25,-,-,SET 3,14,10,3,1,,10,9,25,44,3,4,4,11,1,2,19,22,5,1,16,22,14,4,25,3,0,40,43
Women,2023,27,2023/9/24,A,Preliminary,Ningbo,China,Dominican Republic,Netherlands,3,2,25,20,25,23,15,20,25,19,25,12,ALL SETS,75,63,7,5,,63,15,57,135,7,32,34,73,5,11,92,108,16,6,62,84,55,28,89,14,2,125,141
Women,2023,27,2023/9/24,A,Preliminary,Ningbo,China,Dominican Republic,Netherlands,3,2,25,20,25,23,15,20,25,19,25,12,SET 1,13,10,1,2,,10,2,18,30,1,9,8,18,2,4,19,25,3,1,10,14,14,4,19,3,0,26,29
Women,2023,27,2023/9/24,A,Preliminary,Ningbo,China,Dominican Republic,Netherlands,3,2,25,20,25,23,15,20,25,19,25,12,SET 2,15,12,1,2,,12,5,11,28,1,8,6,15,2,1,17,20,1,2,20,23,9,8,18,3,0,28,31
Women,2023,27,2023/9/24,A,Preliminary,Ningbo,China,Dominican Republic,Netherlands,3,2,25,20,25,23,15,20,25,19,25,12,SET 3,21,18,2,1,,18,4,13,35,2,6,11,19,1,2,22,25,3,0,13,16,17,7,26,2,0,32,34
Women,2023,27,2023/9/24,A,Preliminary,Ningbo,China,Dominican Republic,Netherlands,3,2,25,20,25,23,15,20,25,19,25,12,SET 4,16,15,1,0,,15,3,9,27,1,6,4,11,0,3,20,23,4,3,15,22,8,3,11,5,2,23,30
Women,2023,27,2023/9/24,A,Preliminary,Ningbo,China,Dominican Republic,Netherlands,3,2,25,20,25,23,15,20,25,19,25,12,SET 5,10,8,2,0,,8,1,6,15,2,3,5,10,0,1,14,15,5,0,4,9,7,6,15,1,0,16,17
Women,2023,27,2023/9/24,A,Preliminary,Ningbo,China,Netherlands,Dominican Republic,2,3,20,25,19,25,12,25,20,25,23,15,ALL SETS,79,65,8,6,,65,19,66,150,8,33,30,71,6,16,79,101,21,5,70,96,51,22,86,40,5,110,155
Women,2023,27,2023/9/24,A,Preliminary,Ningbo,China,Netherlands,Dominican Republic,2,3,20,25,19,25,12,25,20,25,23,15,SET 1,13,12,0,1,,12,6,15,33,0,5,9,14,1,6,13,20,5,2,14,21,13,4,22,8,1,28,37
Women,2023,27,2023/9/24,A,Preliminary,Ningbo,China,Netherlands,Dominican Republic,2,3,20,25,19,25,12,25,20,25,23,15,SET 2,21,17,2,2,,17,4,12,33,2,4,5,11,2,2,21,25,5,2,12,19,12,6,20,8,0,23,31
Women,2023,27,2023/9/24,A,Preliminary,Ningbo,China,Netherlands,Dominican Republic,2,3,20,25,19,25,12,25,20,25,23,15,SET 3,16,13,3,0,,13,3,21,37,3,11,8,22,0,3,16,19,3,1,19,23,9,4,18,9,0,27,36
Women,2023,27,2023/9/24,A,Preliminary,Ningbo,China,Netherlands,Dominican Republic,2,3,20,25,19,25,12,25,20,25,23,15,SET 4,19,14,2,3,,14,3,8,25,2,8,5,15,3,2,20,25,7,0,12,19,7,6,14,8,3,17,28
Women,2023,27,2023/9/24,A,Preliminary,Ningbo,China,Netherlands,Dominican Republic,2,3,20,25,19,25,12,25,20,25,23,15,SET 5,10,9,1,0,,9,3,10,22,1,5,3,9,0,3,9,12,1,0,13,14,10,2,12,7,1,15,23
Women,2023,28,2023/9/24,A,Preliminary,Ningbo,China,China,Serbia,3,1,23,25,25,25,-,25,22,14,22,-,ALL SETS,78,55,14,9,,55,12,55,122,14,14,21,49,9,6,82,97,12,9,51,72,51,16,85,26,2,92,120
Women,2023,28,2023/9/24,A,Preliminary,Ningbo,China,China,Serbia,3,1,23,25,25,25,-,25,22,14,22,-,SET 1,16,10,4,2,,10,6,21,37,4,4,5,13,2,0,22,24,2,2,18,22,13,4,21,8,1,28,37
Women,2023,28,2023/9/24,A,Preliminary,Ningbo,China,China,Serbia,3,1,23,25,25,25,-,25,22,14,22,-,SET 2,19,12,6,1,,12,1,18,31,6,6,7,19,1,2,21,24,7,1,11,19,14,6,24,7,1,22,30
Women,2023,28,2023/9/24,A,Preliminary,Ningbo,China,China,Serbia,3,1,23,25,25,25,-,25,22,14,22,-,SET 3,21,15,2,4,,15,1,8,24,2,1,5,8,4,2,19,25,0,2,9,11,11,2,19,5,0,18,23
Women,2023,28,2023/9/24,A,Preliminary,Ningbo,China,China,Serbia,3,1,23,25,25,25,-,25,22,14,22,-,SET 4,22,18,2,2,,18,4,8,30,2,3,4,9,2,2,20,24,3,4,13,20,13,4,21,6,0,24,30
Women,2023,28,2023/9/24,A,Preliminary,Ningbo,China,Serbia,China,1,3,25,22,14,22,-,23,25,25,25,-,ALL SETS,71,54,8,9,,54,22,69,145,8,10,13,31,9,12,63,84,16,9,66,91,52,14,81,34,0,109,143
Women,2023,28,2023/9/24,A,Preliminary,Ningbo,China,Serbia,China,1,3,25,22,14,22,-,23,25,25,25,-,SET 1,22,16,4,2,,16,9,16,41,4,3,5,12,2,2,20,24,3,2,19,24,17,1,23,13,0,28,41
Women,2023,28,2023/9/24,A,Preliminary,Ningbo,China,Serbia,China,1,3,25,22,14,22,-,23,25,25,25,-,SET 2,19,17,1,1,,17,8,19,44,1,1,5,7,1,4,18,23,1,1,20,22,18,2,26,13,0,30,43
Women,2023,28,2023/9/24,A,Preliminary,Ningbo,China,Serbia,China,1,3,25,22,14,22,-,23,25,25,25,-,SET 3,12,9,1,2,,9,3,15,27,1,2,3,6,2,3,9,14,5,4,14,23,7,2,12,5,0,22,27
Women,2023,28,2023/9/24,A,Preliminary,Ningbo,China,Serbia,China,1,3,25,22,14,22,-,23,25,25,25,-,SET 4,18,12,2,4,,12,2,19,33,2,4,0,6,4,3,16,23,7,2,13,22,10,9,20,3,0,29,32
Women,2023,1,2023/9/16,B,Preliminary,Tokyo,Japan,Belgium,Bulgaria,3,0,25,26,25,-,-,19,24,21,-,-,ALL SETS,58,40,14,4,,40,15,44,99,14,8,11,33,4,8,63,75,18,3,37,58,45,20,67,12,2,86,100
Women,2023,1,2023/9/16,B,Preliminary,Tokyo,Japan,Belgium,Bulgaria,3,0,25,26,25,-,-,19,24,21,-,-,SET 1,23,16,5,2,,16,5,9,30,5,2,5,12,2,3,20,25,5,0,13,18,14,6,21,4,1,26,31
Women,2023,1,2023/9/16,B,Preliminary,Tokyo,Japan,Belgium,Bulgaria,3,0,25,26,25,-,-,19,24,21,-,-,SET 2,16,12,3,1,,12,5,15,32,3,4,1,8,1,2,22,25,8,1,11,20,11,10,22,2,0,29,31
Women,2023,1,2023/9/16,B,Preliminary,Tokyo,Japan,Belgium,Bulgaria,3,0,25,26,25,-,-,19,24,21,-,-,SET 3,19,12,6,1,,12,5,20,37,6,2,5,13,1,3,21,25,5,2,13,20,20,4,24,6,1,31,38
Women,2023,1,2023/9/16,B,Preliminary,Tokyo,Japan,Bulgaria,Belgium,0,3,19,24,21,-,-,25,26,25,-,-,ALL SETS,46,36,7,3,,36,23,49,108,7,11,6,24,3,7,55,65,19,4,44,67,40,16,63,7,2,96,105
Women,2023,1,2023/9/16,B,Preliminary,Tokyo,Japan,Bulgaria,Belgium,0,3,19,24,21,-,-,25,26,25,-,-,SET 1,13,10,3,0,,10,6,14,30,3,5,2,10,0,1,18,19,5,2,15,22,8,6,17,4,0,24,28
Women,2023,1,2023/9/16,B,Preliminary,Tokyo,Japan,Bulgaria,Belgium,0,3,19,24,21,-,-,25,26,25,-,-,SET 2,20,16,3,1,,16,7,12,35,3,3,2,8,1,5,19,25,6,1,16,23,14,5,21,1,1,33,35
Women,2023,1,2023/9/16,B,Preliminary,Tokyo,Japan,Bulgaria,Belgium,0,3,19,24,21,-,-,25,26,25,-,-,SET 3,13,10,1,2,,10,10,23,43,1,3,2,6,2,1,18,21,8,1,13,22,18,5,25,2,1,39,42
Women,2023,2,2023/9/16,B,Preliminary,Tokyo,Japan,Puerto Rico,Türkiye,0,3,19,16,14,-,-,25,25,25,-,-,ALL SETS,35,26,3,6,,26,16,35,77,3,9,4,16,6,11,34,51,2,11,49,62,23,4,32,1,0,74,75
